THU,CSSE-01,---,X,C-LH-302,AAM,C-LH-302,DMDW,C-LH-201,CD,C-LH-201,UHV,C-LH-201,HSE
FRI,CSSE-01,---,X,---,X,---,X,C-LH-303,AAM,C-LH-303,DMDW,C-LH-303,HSE
SAT,CSSE-01,---,X,---,X,---,X,---,X,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSSE-02,---,X,---,X,---,X,---,X,---,X,---,X
TUE,CSSE-02,C-WL-101,CD,C-WL-101,AAM,C-WL-101,HSE,---,X,---,X,---,X
WED,CSSE-02,C-LH-403,CD,C-LH-403,DMDW,C-LH-403,UHV,---,X,---,X,---,X
THU,CSSE-02,C-LH-403,HSE,C-LH-403,UHV,C-LH-403,AAM,C-WL-101,AP,C-WL-101,AP(L),C-WL-101,AP(L)
FRI,CSSE-02,ETC_CL-3,HSE,MPLAB(CAM-12),AAM(L),MPLAB(CAM-12),AAM(L),ETC_CL-3,UHV,ETC_CL-3,AAM,ETC_CL-3,DMDW
SAT,CSSE-02,---,X,C-LH-403,CD,C-LH-403,DMDW,---,X,---,X,---,X
